Address,City,State,Zipcode,AUTO_UNIQUE_ID_2023-10-11_caitlindatakindorg_ListofProvider,TransactionId,TimeTaken,Source,Version,UpdatedGeocoding,ErrorMessage,Latitude,Longitude,MatchType,FeatureMatchingGeographyType,MicroMatchStatus,MatchScore,GeocodeQualityType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType,PenaltyCode,PenaltyCodeSummary,InterpolationType,InterpolationSubType,MatchedLocationType,FeatureMatchingResultType,FeatureMatchingResultCount,FeatureMatchingResultTypeNotes,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,OutputGeocodes,NaaccrCertCode2020,NaaccrCertType2020,GeoLocationID2020,CensusBlock2020,CensusBlockGroup2020,CensusTract2020,CensusCountyFips2020,CensusCbsaFips2020,CensusCbsaMicro2020,CensusMcdFips2020,CensusMetDivFips2020,CensusMsaFips2020,CensusPlaceFips2020,CensusStateFips2020,FNumber,FNumberFractional,FPreDirectional,FPreQualifier,FPreType,FPreArticle,FName,FPostArticle,FSuffix,FPostQualifier,FPostDirectional,FSuiteType,FSuiteNumber,FPostOfficeBoxType,FPostOfficeBoxNumber,FCity,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FArea,FAreaType,FGeometrySRID,FGeometry,FSource,FVintage,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,MNumber,MNumberFractional,MPreDirectional,MPreQualifier,MPreType,MPreArticle,MName,MPostArticle,MSuffix,MPostQualifier,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,PNumber,PNumberFractional,PPreDirectional,PPreQualifier,PPreType,PPreArticle,PName,PPostArticle,PSuffix,PPostQualifier,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5
18501 Washington Ave,,,32820,217,4af4b784-a692-4a08-9cb4-90cfeb428c41,0.203109,TAMUGeocoder,5.0.0,1,,28.5582921905651,-81.1035564646955,,StreetSegment,Match,100,,4467.64,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950166034,4014,4,0166.03,095,36740,0,90910,,5960,06625,12,18501-18599,,,,,,Washington,,Ave,,,,,,,Bithlo,,,East Orange,Orange,FL,32820,,,,,,4467.64,Meters,0,,Census2016TigerLines,2016,tlid,94297029,,,18501,,,,,,WASHINGTON,,AVE,,,,,,,,,,,,FL,32820,,,,,,18501,,,,,,WASHINGTON,,AVE,,,,,,,,,,,,FL,32820,,,,,
7317 Marseille Cir,,,32822,218,9449b1fc-8f00-42d9-bef4-259f310db5f5,0.0937304,TAMUGeocoder,5.0.0,1,,28.509084611158,-81.2859551338838,,StreetSegment,Match,100,,18411.73,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167091,1001,1,0167.09,095,36740,0,93458,,5960,,12,7301-7473,,,,,,Marseille,,Cir,,,,,,,Union Park,,,Union Park,Orange,FL,32822,,,,,,18411.73,Meters,0,,Census2016TigerLines,2016,tlid,94389868,,,7317,,,,,,MARSEILLE,,CIR,,,,,,,,,,,,FL,32822,,,,,,7317,,,,,,MARSEILLE,,CIR,,,,,,,,,,,,FL,32822,,,,,
2715 Hidden Cove ct,,,32822,219,4631eeb2-6dab-4f06-8478-f9a892c6111d,0.093739,TAMUGeocoder,5.0.0,1,,28.5115425734378,-81.2843952299582,,StreetSegment,Match,100,,2018.64,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167091,1005,1,0167.09,095,36740,0,93458,,5960,,12,2701-2799,,,,,,Hidden Cove,,Ct,,,,,,,Union Park,,,Union Park,Orange,FL,32822,,,,,,2018.64,Meters,0,,Census2016TigerLines,2016,tlid,94316607,,,2715,,,,,,HIDDEN COVE,,CT,,,,,,,,,,,,FL,32822,,,,,,2715,,,,,,HIDDEN COVE,,CT,,,,,,,,,,,,FL,32822,,,,,
6820 Hoffner Ave Ste 104,,,32822,220,811f30c6-d7ac-4698-a418-fdba669f7f85,0.0937439,TAMUGeocoder,5.0.0,1,,28.4806607612595,-81.2913848809003,,StreetSegment,Match,100,,2791.59,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950135074,4001,4,0135.07,095,36740,0,92522,,5960,,12,6798-6848,,,,,,Hoffner,,Ave,,,,,,,Orlando,,,Orlando,Orange,FL,32822,,,,,,2791.59,Meters,0,,Census2016TigerLines,2016,tlid,94403650,,,6820,,,,,,HOFFNER,,AVE,,,UNITSTE,104,,,,,,,,FL,32822,,,,,,6820,,,,,,HOFFNER,,AVE,,,UNITSTE,104,,,,,,,,FL,32822,,,,,
8257 NARCOOSSEE PARK DR,,,32822,221,94b28b5a-5f5d-46c8-a5de-32b1fd1bdf4d,0.078117,TAMUGeocoder,5.0.0,1,,28.4549151197817,-81.2712611394982,,StreetSegment,Match,100,,11292.98,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950135074,4024,4,0135.07,095,36740,0,92522,,5960,,12,8299-8201,,,,,,Narcoossee Park,,Dr,,,,,,,Orlando,,,Orlando,Orange,FL,32822,,,,,,11292.98,Meters,0,,Census2016TigerLines,2016,tlid,640936550,,,8257,,,,,,NARCOOSSEE PARK,,DR,,,,,,,,,,,,FL,32822,,,,,,8257,,,,,,NARCOOSSEE PARK,,DR,,,,,,,,,,,,FL,32822,,,,,
421 S GOLDENROD RD,,,32822,222,b5706cf7-bf45-4b82-88d2-e6d52c82ebe2,0.0937466,TAMUGeocoder,5.0.0,1,,28.5387955687978,-81.28580182537,,StreetSegment,Match,100,,2473.15,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167151,1007,1,0167.15,095,36740,0,93458,,5960,,12,377-497,,S,,,,Goldenrod,,Rd,,,,,,,Union Park,,,Union Park,Orange,FL,32822,,,,,,2473.15,Meters,0,,Census2016TigerLines,2016,tlid,94294293,,,421,,S,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32822,,,,,,421,,S,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32822,,,,,
6900 Pershing Ave,,,32822,223,55f452f6-f5d0-4362-af06-be40aeee7ab3,0.1406221,TAMUGeocoder,5.0.0,1,,28.498976885146,-81.2941544010158,,StreetSegment,Match,100,,1750.54,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950135111,1000,1,0135.11,095,36740,0,92522,,5960,,12,6848-6998,,,,,,Pershing,,Ave,,,,,,,Orlando,,,Orlando,Orange,FL,32822,,,,,,1750.54,Meters,0,,Census2016TigerLines,2016,tlid,640923252,,,6900,,,,,,PERSHING,,AVE,,,,,,,,,,,,FL,32822,,,,,,6900,,,,,,PERSHING,,AVE,,,,,,,,,,,,FL,32822,,,,,
6225 HAZELTINE NATIONAL DR,,,32822,224,a05c79bc-dbea-41fd-b73e-07e8053bcd5a,0.10936,TAMUGeocoder,5.0.0,1,,28.4590649570553,-81.2978457824144,,StreetSegment,Match,100,,19478.31,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950135071,1000,1,0135.07,095,36740,0,92522,,5960,53000,12,6001-6399,,,,,,Hazeltine National,,Dr,,,,,,,Orlando,,,Orlando,Orange,FL,32822,,,,,,19478.31,Meters,0,,Census2016TigerLines,2016,tlid,94297234,,,6225,,,,,,HAZELTINE NATIONAL,,DR,,,,,,,,,,,,FL,32822,,,,,,6225,,,,,,HAZELTINE NATIONAL,,DR,,,,,,,,,,,,FL,32822,,,,,
7303 LAKE UNDERHILL RD,,,32822,225,95458e2d-4574-45e4-a9a3-802ebca4415d,0.1093718,TAMUGeocoder,5.0.0,1,,28.5391982120059,-81.2876848321366,,StreetSegment,Match,100,,4068.42,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950134021,1001,1,0134.02,095,36740,0,92522,,5960,02850,12,7301-7399,,,,,,Lake Underhill,,Rd,,,,,,,Azalea Park,,,Orlando,Orange,FL,32822,,,,,,4068.42,Meters,0,,Census2016TigerLines,2016,tlid,94294292,,,7303,,,,,,LAKE UNDERHILL,,RD,,,,,,,,,,,,FL,32822,,,,,,7303,,,,,,LAKE UNDERHILL,,RD,,,,,,,,,,,,FL,32822,,,,,
8131 Sun Vista Way,,,32822,226,49fcc3af-3c76-4eb3-a095-671bd98c9d5c,0.0781184,TAMUGeocoder,5.0.0,1,,28.4907808659796,-81.2766365026482,,StreetSegment,Match,100,,4610.59,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167541,1000,1,0167.54,095,36740,0,93458,,5960,,12,8101-8147,,,,,,Sun Vista,,Way,,,,,,,Union Park,,,Union Park,Orange,FL,32822,,,,,,4610.59,Meters,0,,Census2016TigerLines,2016,tlid,611723802,,,8131,,,,,,SUN VISTA,,WAY,,,,,,,,,,,,FL,32822,,,,,,8131,,,,,,SUN VISTA,,WAY,,,,,,,,,,,,FL,32822,,,,,
7750 Boreas dr ,,,32822,227,1abc113b-1404-4339-9945-6bbc62891000,0.093631,TAMUGeocoder,5.0.0,1,,28.5259110070194,-81.2812185751751,,StreetSegment,Match,100,,3341.32,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167151,1005,1,0167.15,095,36740,0,93458,,5960,,12,7708-7798,,,,,,Boreas,,Dr,,,,,,,Union Park,,,Union Park,Orange,FL,32822,,,,,,3341.32,Meters,0,,Census2015TigerLines,2015,tlid,94294435,,,7750,,,,,,BOREAS,,DR,,,,,,,,,,,,FL,32822,,,,,,7750,,,,,,BOREAS,,DR,,,,,,,,,,,,FL,32822,,,,,
2335 S GOLDENROD RD,,,32822,228,6c553ed7-77b5-4480-b4d5-e528c5f67beb,0.0937389,TAMUGeocoder,5.0.0,1,,28.5137089593441,-81.2896892842787,,StreetSegment,Match,100,,32334.52,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167091,1010,1,0167.09,095,36740,0,93458,,5960,,12,2317-2599,,S,,,,Goldenrod,,Rd,,,,,,,Union Park,,,Union Park,Orange,FL,32822,,,,,,32334.52,Meters,0,,Census2016TigerLines,2016,tlid,638653976,,,2335,,S,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32822,,,,,,2335,,S,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32822,,,,,
1851 S GOLDENROD RD,,,32822,229,945aa014-b14b-41f6-ab1d-dbec85f276a6,0.0781336,TAMUGeocoder,5.0.0,1,,28.5244945486123,-81.2856134313848,,StreetSegment,Match,100,,3581.81,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167151,1012,1,0167.15,095,36740,0,93458,,5960,,12,1801-1855,,S,,,,Goldenrod,,Rd,,,,,,,Union Park,,,Union Park,Orange,FL,32822,,,,,,3581.81,Meters,0,,Census2016TigerLines,2016,tlid,614304054,,,1851,,S,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32822,,,,,,1851,,S,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32822,,,,,
4001 South Goldenrod Rd. ,,,32822,230,8ebb6580-565f-4797-ab1c-2a4d09788dd6,0.0773962,TAMUGeocoder,5.0.0,1,,28.4883431078073,-81.285412959967,,StreetSegment,Match,100,,1113.59,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950135113,3020,3,0135.11,095,36740,0,92522,,5960,,12,3997-4111,,S,,,,Goldenrod,,Rd,,,,,,,Union Park,,,Union Park,Orange,FL,32822,,,,,,1113.59,Meters,0,,Census2016TigerLines,2016,tlid,639769217,,,4001,,S,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32822,,,,,,4001,,S,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32822,,,,,
5449 S SEMORAN BLVD SUITE 21,,,32822,231,b6fca8eb-1b47-46f0-8c0e-018f8c8805b1,0.1093743,TAMUGeocoder,5.0.0,1,,28.4843261688542,-81.310194154478,,StreetSegment,Match,100,,10140.08,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950135122,2005,2,0135.12,095,36740,0,92522,,5960,53000,12,5401-5699,,S,,,,Semoran,,Blvd,,,,,,,Orlando,,,Orlando,Orange,FL,32822,,,,,,10140.08,Meters,0,,Census2016TigerLines,2016,tlid,94288366,,,5449,,S,,,,SEMORAN,,BLVD,,,UNITSTE,21,,,,,,,,FL,32822,,,,,,5449,,S,,,,SEMORAN,,BLVD,,,UNITSTE,21,,,,,,,,FL,32822,,,,,
12529 Greco Dr  ,,,32824,232,cde13981-3fe7-4960-a3c4-75900fdd00d6,0.0781201,TAMUGeocoder,5.0.0,1,,28.3894058705444,-81.3850015960168,,StreetSegment,Match,100,,37395.83,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168081,1000,1,0168.08,095,36740,0,92522,,5960,67270,12,12301-12599,,,,,,Greco,,Dr,,,,,,,Southchase,,,Orlando,Orange,FL,32824,,,,,,37395.83,Meters,0,,Census2016TigerLines,2016,tlid,94345676,,,12529,,,,,,GRECO,,DR,,,,,,,,,,,,FL,32824,,,,,,12529,,,,,,GRECO,,DR,,,,,,,,,,,,FL,32824,,,,,
475 E TOWN CENTER BLVD,,,32824,233,2e1b99bd-ce39-4e7a-b0fc-4d8f36ed343b,0.1874909,TAMUGeocoder,5.0.0,1,,28.403466,-81.360078,,USPSZip,Non-Match,60,,80950101.67,Meters,09,AddressZIPCentroid,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},4,ResidenceZIP,120950168044,4001,4,0168.04,095,36740,0,92522,,5960,,12,,,,,,,,,,,,,,,,Orlando,,,,Orange,FL,32824,,,,,,80950101.67,Meters,0,,ZipCodeDownloadZips2013,2013,ZIPCode,32824,,,475,,E,,,,TOWN CENTER,,BLVD,,,,,,,,,,,,FL,32824,,,,,,475,,E,,,,TOWN CENTER,,BLVD,,,,,,,,,,,,FL,32824,,,,,
540 Pinnacle Cove Blvd,,,32824,234,32ba7e5e-fb5e-4972-b132-649c9881a206,0.0783069,TAMUGeocoder,5.0.0,1,,28.3724186886576,-81.3721295630072,,StreetSegment,Match,100,,8835.35,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168093,3007,3,0168.09,095,36740,0,92522,,5960,43800,12,508-598,,,,,,Pinnacle Cove,,Blvd,,,,,,,Meadow Woods,,,Orlando,Orange,FL,32824,,,,,,8835.35,Meters,0,,Census2016TigerLines,2016,tlid,627352721,,,540,,,,,,PINNACLE COVE,,BLVD,,,,,,,,,,,,FL,32824,,,,,,540,,,,,,PINNACLE COVE,,BLVD,,,,,,,,,,,,FL,32824,,,,,
529 Wechsler Cir orlando fl 32824,,,32824,235,78d6bc9e-2e5a-40fa-8613-73497f424e10,0.0781243,TAMUGeocoder,5.0.0,1,,28.3942265792656,-81.3892767203425,,StreetSegment,Match,100,,47226.78,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168031,1051,1,0168.03,095,36740,0,92522,,5960,67270,12,519-799,,,,,,Wechsler,,Cir,,,,,,,Southchase,,,Orlando,Orange,FL,32824,,,,,,47226.78,Meters,0,,Census2016TigerLines,2016,tlid,94340023,,,529,,,,,,WECHSLER,,CIR,,,UNIT,UNITFL,,,,,,,,FL,32824,,,,,,529,,,,,,WECHSLER,,CIR,,,UNIT,UNITFL,,,,,,,,FL,32824,,,,,
14840 WYNDHAM LAKES BLVD,,,32824,236,dac9f8d1-9156-4fa7-8afd-d1a74b8bb00d,0.0937426,TAMUGeocoder,5.0.0,1,,28.3585010183513,-81.3339638741551,,StreetSegment,Match,100,,3432.51,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168113,3038,3,0168.11,095,36740,0,92522,,5960,43800,12,14800-14898,,,,,,Wyndham Lakes,,Blvd,,,,,,,Meadow Woods,,,Orlando,Orange,FL,32824,,,,,,3432.51,Meters,0,,Census2016TigerLines,2016,tlid,628022842,,,14840,,,,,,WYNDHAM LAKES,,BLVD,,,,,,,,,,,,FL,32824,,,,,,14840,,,,,,WYNDHAM LAKES,,BLVD,,,,,,,,,,,,FL,32824,,,,,
601 E WETHERBEE RD,,,32824,237,0f5e2243-ce19-415c-afec-e8e950bca75a,0.0781224,TAMUGeocoder,5.0.0,1,,28.3924413428277,-81.3675578762571,,StreetSegment,Match,100,,10488.69,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168044,4001,4,0168.04,095,36740,0,92522,,5960,,12,601-739,,E,,,,Wetherbee,,Rd,,,,,,,Orlando,,,Orlando,Orange,FL,32824,,,,,,10488.69,Meters,0,,Census2016TigerLines,2016,tlid,94320329,,,601,,E,,,,WETHERBEE,,RD,,,,,,,,,,,,FL,32824,,,,,,601,,E,,,,WETHERBEE,,RD,,,,,,,,,,,,FL,32824,,,,,
990 california woods cir,,,32824,238,ed75aad4-937c-42db-892c-3ff54a3d89ba,0.1250006,TAMUGeocoder,5.0.0,1,,28.3914106833994,-81.359609147114,,StreetSegment,Match,100,,1923.98,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168091,1000,1,0168.09,095,36740,0,92522,,5960,43800,12,998-978,,,,,,California Woods,,Cir,,,,,,,Meadow Woods,,,Orlando,Orange,FL,32824,,,,,,1923.98,Meters,0,,Census2016TigerLines,2016,tlid,94291452,,,990,,,,,,CALIFORNIA WOODS,,CIR,,,,,,,,,,,,FL,32824,,,,,,990,,,,,,CALIFORNIA WOODS,,CIR,,,,,,,,,,,,FL,32824,,,,,
9504 S ORANGE AVE,,,32824,239,7543517c-06dd-4524-ad48-cd3063a4bc1b,0.0781196,TAMUGeocoder,5.0.0,1,,28.4286392094369,-81.3694777663866,,StreetSegment,Match,100,,5882.46,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168043,3009,3,0168.04,095,36740,0,92522,,5960,70525,12,9500-9628,,S,,,,Orange,,Ave,,,,,,,Taft,,,Orlando,Orange,FL,32824,,,,,,5882.46,Meters,0,,Census2016TigerLines,2016,tlid,94339653,,,9504,,S,,,,ORANGE,,AVE,,,,,,,,,,,,FL,32824,,,,,,9504,,S,,,,ORANGE,,AVE,,,,,,,,,,,,FL,32824,,,,,
13001 LANDSTAR BLVD,,,32824,240,7ff2dd98-d78b-4ddb-aab9-f04197b27a61,0.0781432,TAMUGeocoder,5.0.0,1,,28.3776350759944,-81.3647354271961,,StreetSegment,Match,100,,6860.88,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168091,1022,1,0168.09,095,36740,0,92522,,5960,43800,12,12901-13017,,,,,,Landstar,,Blvd,,,,,,,Meadow Woods,,,Orlando,Orange,FL,32824,,,,,,6860.88,Meters,0,,Census2016TigerLines,2016,tlid,611501815,,,13001,,,,,,LANDSTAR,,BLVD,,,,,,,,,,,,FL,32824,,,,,,13001,,,,,,LANDSTAR,,BLVD,,,,,,,,,,,,FL,32824,,,,,
13175 LOOKING GLASS FALLS LN,,,32824,241,be617caf-ed40-437a-9a8b-ea763ac95bb1,0.0468316,TAMUGeocoder,5.0.0,1,,28.3707989965506,-81.3398865419892,,StreetSegment,Match,100,,3277.94,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168102,2042,2,0168.10,095,36740,0,92522,,5960,43800,12,13101-13199,,,,,,Looking Glass Falls,,Ln,,,,,,,Meadow Woods,,,Orlando,Orange,FL,32824,,,,,,3277.94,Meters,0,,Census2016TigerLines,2016,tlid,631777676,,,13175,,,,,,LOOKING GLASS FALLS,,LN,,,,,,,,,,,,FL,32824,,,,,,13175,,,,,,LOOKING GLASS FALLS,,LN,,,,,,,,,,,,FL,32824,,,,,
1411 MELANIE DR,,,32825,242,5af117fe-5862-426e-ad29-f4bbde8fded0,0.046871,TAMUGeocoder,5.0.0,1,,28.5643331636592,-81.2575977940777,,StreetSegment,Match,100,,4544.91,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167131,1021,1,0167.13,095,36740,0,93458,,5960,,12,1101-1499,,,,,,Melanie,,Dr,,,,,,,Union Park,,,Union Park,Orange,FL,32825,,,,,,4544.91,Meters,0,,Census2016TigerLines,2016,tlid,94294683,,,1411,,,,,,MELANIE,,DR,,,,,,,,,,,,FL,32825,,,,,,1411,,,,,,MELANIE,,DR,,,,,,,,,,,,FL,32825,,,,,
11333 LAKE UNDERHILL RD,,,32825,243,2b4d992e-203f-4a26-8ff0-5bbe98ac1a37,0.078126,TAMUGeocoder,5.0.0,1,,28.5450110980071,-81.2214489215324,,StreetSegment,Match,100,,10605.5,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167401,1019,1,0167.40,095,36740,0,93458,,5960,00410,12,11301-11411,,,,,,Lake Underhill,,Rd,,,,,,,Alafaya,,,Union Park,Orange,FL,32825,,,,,,10605.5,Meters,0,,Census2016TigerLines,2016,tlid,606056466,,,11333,,,,,,LAKE UNDERHILL,,RD,,,,,,,,,,,,FL,32825,,,,,,11333,,,,,,LAKE UNDERHILL,,RD,,,,,,,,,,,,FL,32825,,,,,
9307 CURRY FORD RD,,,32825,244,164e9a56-3bd5-4943-93f3-77d9966a26ae,0.0625009,TAMUGeocoder,5.0.0,1,,28.5101308017178,-81.2528492712641,,StreetSegment,Match,100,,11519.61,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167162,2001,2,0167.16,095,36740,0,93458,,5960,,12,9101-9399,,,,,,Curry Ford,,Rd,,,,,,,Union Park,,,Union Park,Orange,FL,32825,,,,,,11519.61,Meters,0,,Census2016TigerLines,2016,tlid,640904547,,,9307,,,,,,CURRY FORD,,RD,,,,,,,,,,,,FL,32825,,,,,,9307,,,,,,CURRY FORD,,RD,,,,,,,,,,,,FL,32825,,,,,
9580 CURRY FORD RD,,,32825,245,626b7bf9-f376-4cbd-b7a5-3120511b2b07,0.0468619,TAMUGeocoder,5.0.0,1,,28.5100422526758,-81.2476598813732,,StreetSegment,Match,100,,2531.35,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167531,1016,1,0167.53,095,36740,0,93458,,5960,,12,9576-9624,,,,,,Curry Ford,,Rd,,,,,,,Union Park,,,Union Park,Orange,FL,32825,,,,,,2531.35,Meters,0,,Census2016TigerLines,2016,tlid,606059187,,,9580,,,,,,CURRY FORD,,RD,,,,,,,,,,,,FL,32825,,,,,,9580,,,,,,CURRY FORD,,RD,,,,,,,,,,,,FL,32825,,,,,
